book	chapter	verse	text	lemma	pos	case	gender	animacy	number	definiteness	degree	strength	verbform	tense	mood	aspect	voice	person	polarity	politeness	clusivity	evidentiality	strength
Genesis	25	12	filii	filius	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	12	Abraham	Abraham	proper_noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	12	quem	qui	pronoun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	12	peperit	pario	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	25	12	ei	is	pronoun	dative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	12	Agar	Agar	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	12	Aegyptia	Aegyptia	noun	nominative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	12	famula	famula	noun	nominative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	12	Sarrae	Sarrae	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	12	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	haec	hic	determiner	nominative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	nomina	nomen	noun	nominative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	filiorum	filius	noun	genitive	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	eius	is	pronoun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	vocabulis	vocabulis	noun	ablative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	generationibus	generatio	noun	ablative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	suis	suus	determiner	ablative	feminine	-	plural	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	25	13	primogenitus	primogenitus	adjective	nominative	masculine	-	singular	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	Ismahelis	Ismahelis	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	Nabaioth	Nabaioth	noun	vocative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	dein	dein	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	Cedar	Cedar	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	Abdeel	Abdeel	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	Mabsam	Mabsam	noun	genitive	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	13	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	14	Masma	Masma	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	14	quoque	quoque	adverb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	14	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	14	Duma	Duma	noun	nominative	-	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	14	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	14	Massa	Massa	noun	nominative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	14	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	15	Adad	Adad	proper_noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	15	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	15	Thema	Thema	noun	nominative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	15	Itur	Itur	verb	-	-	-	singular	-	-	-	finite	present	indicative	imperfective	passive	third	-	-	-	-	-
Genesis	25	15	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	15	Naphis	Naphis	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	15	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	15	Cedma	Cedma	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	15	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	16	isti	iste	pronoun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	16	sunt	sum	auxiliary	-	-	-	plural	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	25	16	filii	filius	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	16	Ismahel	Ismahel	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	16	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	16	haec	hic	determiner	nominative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	16	nomina	nomen	noun	nominative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	16	per	per	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	16	castella	castella	noun	accusative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	16	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	16	oppida	oppida	noun	accusative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	16	eorum	is	pronoun	genitive	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	16	duodecim	duodecim	numeral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	16	principes	princeps	adjective	accusative	feminine	-	plural	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	16	tribuum	tribuus	noun	genitive	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	16	suarum	suus	determiner	genitive	feminine	-	plural	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	25	16	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	17	anni	annus	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	17	vitae	vitae	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	17	Ismahel	Ismahel	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	17	centum	centum	numeral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	17	triginta	triginta	numeral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	17	septem	septem	numeral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	17	deficiens	deficio	verb	nominative	masculine	-	singular	-	positive	-	participle	present	-	imperfective	active	-	-	-	-	-	-
Genesis	25	17	mortuus	morior	verb	nominative	masculine	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	25	17	est	sum	auxiliary	-	-	-	singular	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	25	17	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	17	adpositus	adpono	verb	nominative	masculine	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	25	17	ad	ad	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	17	populum	populus	noun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	17	suum	suus	determiner	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	25	17	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	18	habitavit	habito	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	25	18	autem	autem	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	18	ab	ab	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	18	Evila	Evila	noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	18	usque	usque	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	18	Sur	Sur	numeral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	18	quae	qui	pronoun	accusative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	18	respicit	respicio	verb	-	-	-	singular	-	-	-	finite	present	indicative	imperfective	active	third	-	-	-	-	-
Genesis	25	18	Aegyptum	Aegyptum	noun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	18	introeuntibus	introeo	verb	dative	masculine	-	plural	-	positive	-	participle	present	-	imperfective	active	-	-	-	-	-	-
Genesis	25	18	Assyrios	Assyrios	noun	accusative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	18	coram	coram	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	18	cunctis	cunctus	determiner	ablative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	18	fratribus	frater	noun	ablative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	18	suis	suus	determiner	ablative	masculine	-	plural	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	25	18	obiit	obicio	verb	-	-	-	singular	-	-	-	finite	past	indicative	imperfective	active	third	-	-	-	-	-
Genesis	25	18	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	19	hae	hic	determiner	nominative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	19	quoque	quoque	adverb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	19	sunt	sum	auxiliary	-	-	-	plural	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	25	19	generationes	generatio	noun	nominative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	19	Isaac	Isaac	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	19	filii	filius	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	19	Abraham	Abraham	proper_noun	-	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	19	Abraham	Abraham	noun	-	-	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	19	genuit	gigno	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	25	19	Isaac	Isaac	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	19	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	20	qui	qui	pronoun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	20	cum	cum	subordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	20	quadraginta	quadraginta	numeral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	20	esset	sum	auxiliary	-	-	-	singular	-	-	-	finite	past	subjunctive	imperfective	active	third	-	-	-	-	-
Genesis	25	20	annorum	annus	noun	genitive	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	20	duxit	duco	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	25	20	uxorem	uxor	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	20	Rebeccam	Rebeccam	adjective	accusative	feminine	-	singular	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	20	filiam	filia	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	20	Bathuel	Bathuel	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	20	Syri	Syri	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	20	de	de	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	20	Mesopotamiam	Mesopotamiam	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	20	sororem	soror	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	20	Laban	Laban	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	20	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	21	deprecatusque	depreco	verb	nominative	masculine	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	25	21	est	sum	auxiliary	-	-	-	singular	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	25	21	Dominum	Dominum	noun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	21	pro	pro	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	21	uxore	uxor	noun	ablative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	21	sua	suus	determiner	ablative	feminine	-	singular	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	25	21	eo	is	pronoun	ablative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	21	quod	quod	subordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	21	esset	sum	auxiliary	-	-	-	singular	-	-	-	finite	past	subjunctive	imperfective	active	third	-	-	-	-	-
Genesis	25	21	sterilis	sterilis	adjective	nominative	masculine	-	singular	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	21	qui	qui	pronoun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	21	exaudivit	exaudio	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	25	21	eum	is	pronoun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	21	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	21	dedit	do	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	25	21	conceptum	concipio	verb	accusative	masculine	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	25	21	Rebeccae	Rebeccae	proper_noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	21	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	22	sed	sed	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	22	conlidebantur	conlido	verb	-	-	-	plural	-	-	-	finite	past	indicative	imperfective	passive	third	-	-	-	-	-
Genesis	25	22	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	22	utero	uterus	noun	ablative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	22	eius	is	pronoun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	22	parvuli	parvuli	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	22	quae	qui	pronoun	nominative	neuter	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	22	ait	aio	verb	-	-	-	singular	-	-	-	finite	present	indicative	imperfective	active	third	-	-	-	-	-
Genesis	25	22	si	si	subordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	22	sic	sic	adverb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	22	mihi	ego	pronoun	dative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	22	futurum	sum	verb	nominative	neuter	-	singular	-	positive	-	participle	present	-	imperfective	active	-	-	-	-	-	-
Genesis	25	22	erat	sum	auxiliary	-	-	-	singular	-	-	-	finite	past	indicative	imperfective	active	third	-	-	-	-	-
Genesis	25	22	quid	quis	pronoun	accusative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	22	necesse	necesse	adjective	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	22	fuit	sum	auxiliary	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	25	22	concipere	concipio	verb	-	-	-	-	-	-	-	infinitive	present	-	imperfective	active	-	-	-	-	-	-
Genesis	25	22	perrexitque	perricio	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	25	22	ut	ut	subordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	22	consuleret	consulo	verb	-	-	-	singular	-	-	-	finite	past	subjunctive	imperfective	active	third	-	-	-	-	-
Genesis	25	22	Dominum	Dominum	noun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	22	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	23	qui	qui	pronoun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	23	respondens	respondeo	verb	nominative	masculine	-	singular	-	positive	-	participle	present	-	imperfective	active	-	-	-	-	-	-
Genesis	25	23	ait	aio	verb	-	-	-	singular	-	-	-	finite	present	indicative	imperfective	active	third	-	-	-	-	-
Genesis	25	23	duae	duo	numeral	nominative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	23	gentes	gens	noun	accusative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	23	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	23	utero	uterus	noun	ablative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	23	tuo	tuus	determiner	ablative	masculine	-	singular	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	25	23	sunt	sum	verb	-	-	-	plural	-	-	-	finite	present	indicative	imperfective	active	third	-	-	-	-	-
Genesis	25	23	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	23	duo	duo	numeral	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	23	populi	populus	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	23	ex	ex	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	23	ventre	ventre	noun	ablative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	23	tuo	tuus	determiner	ablative	masculine	-	singular	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	25	23	dividentur	dividentur	verb	-	-	-	plural	-	-	-	finite	future	indicative	imperfective	passive	third	-	-	-	-	-
Genesis	25	23	populusque	populusque	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	23	populum	populus	noun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	23	superabit	supero	verb	-	-	-	singular	-	-	-	finite	future	indicative	imperfective	active	third	-	-	-	-	-
Genesis	25	23	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	23	maior	magnus	adjective	nominative	masculine	-	singular	-	comparative	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	23	minori	paruus	adjective	ablative	masculine	-	singular	-	comparative	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	23	serviet	serviet	verb	-	-	-	singular	-	-	-	finite	future	indicative	imperfective	active	third	-	-	-	-	-
Genesis	25	23	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	24	iam	iam	adverb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	24	tempus	tempus	noun	nominative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	24	pariendi	pario	verb	genitive	-	-	singular	-	positive	-	gerund	-	-	perfective	active	-	-	-	-	-	-
Genesis	25	24	venerat	venerat	verb	-	-	-	singular	-	-	-	finite	past	indicative	imperfective	active	third	-	-	-	-	-
Genesis	25	24	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	24	ecce	ecce	adverb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	24	gemini	geminus	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	24	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	24	utero	uterus	noun	ablative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	24	repperti	repperto	verb	nominative	masculine	-	plural	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	25	24	sunt	sum	auxiliary	-	-	-	plural	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	25	24	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	qui	qui	pronoun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	primus	primus	adjective	nominative	masculine	-	singular	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	egressus	egredior	verb	nominative	masculine	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	25	25	est	sum	auxiliary	-	-	-	singular	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	25	25	rufus	rufus	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	erat	sum	auxiliary	-	-	-	singular	-	-	-	finite	past	indicative	imperfective	active	third	-	-	-	-	-
Genesis	25	25	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	totus	totus	pronoun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	morem	mos	noun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	pellis	pella	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	hispidus	hispidus	adjective	nominative	masculine	-	singular	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	vocatumque	vocatumque	verb	nominative	neuter	-	singular	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	25	25	est	sum	auxiliary	-	-	-	singular	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	25	25	nomen	nomen	noun	nominative	neuter	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	eius	is	pronoun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	Esau	Esau	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	protinus	protinus	adverb	-	-	-	-	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	alter	alter	pronoun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	egrediens	egredior	verb	nominative	masculine	-	singular	-	positive	-	participle	present	-	imperfective	active	-	-	-	-	-	-
Genesis	25	25	plantam	planta	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	fratris	frater	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	tenebat	teneo	verb	-	-	-	singular	-	-	-	finite	past	indicative	imperfective	active	third	-	-	-	-	-
Genesis	25	25	manu	manus	noun	ablative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	idcirco	idcirco	adverb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	appellavit	appello	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	25	25	eum	is	pronoun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	Iacob	Iacob	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	25	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	25	26	sexagenarius	sexagenarius	adjective	nominative	masculine	-	singular	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
